Label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21 
1,1215.4838562011719,763.5410928726196,1111.2833404541016,791.5625381469727,996.7425155639648,736.6267991065979,912.3608207702637,694.5890951156616,872.1852493286133,644.5083045959473,1013.8491439819336,537.8961932659149,932.3020935058594,492.5776541233063,898.8411712646484,551.1621522903442,887.7883529663086,610.2523326873779,1070.068588256836,485.00481247901917,994.918212890625,364.19867634773254,939.3043899536133,289.10597562789917,884.91943359375,220.65552413463593,1141.7237091064453,473.007709980011,1095.6467056274414,333.67363572120667,1062.0312881469727,243.58242452144623,1025.3315734863281,166.84739112854004,1222.0995712280273,494.0301990509033,1214.3210220336914,371.27845287323,1200.611457824707,289.4894778728485,1179.7552871704102,218.88692378997803
1,1226.3456726074219,797.7922368049622,1112.6521682739258,804.2825174331665,994.9460220336914,737.5009202957153,904.5804405212402,693.8350939750671,856.4003562927246,641.3860201835632,1007.8558731079102,552.5577592849731,917.4143028259277,500.63889384269714,878.6184310913086,554.1900014877319,868.3652114868164,610.7948040962219,1056.954002380371,496.09612226486206,983.2752227783203,369.1048336029053,924.2168426513672,291.22629404067993,872.2541427612305,227.95544028282166,1129.130516052246,476.0527467727661,1078.4460067749023,341.9578957557678,1040.6222534179688,253.27399134635925,1001.8666076660156,177.92457103729248,1210.4118347167969,488.9734411239624,1201.8292236328125,373.1137275695801,1185.6547164916992,294.7551906108856,1161.9756317138672,226.15103244781494
1,1230.1239395141602,821.5669941902161,1109.1091918945312,814.5034718513489,989.4190979003906,750.0179958343506,889.9522018432617,711.0621500015259,834.1586494445801,656.4479541778564,1004.3868255615234,562.400393486023,912.9721641540527,508.8652181625366,872.0557022094727,566.7395853996277,862.3940277099609,627.324378490448,1050.7492446899414,506.8532395362854,978.1186294555664,377.09030628204346,919.009952545166,297.6003170013428,869.630184173584,230.03185629844666,1123.7166595458984,487.1906626224518,1074.6034240722656,351.1211693286896,1037.9374694824219,260.0323212146759,1002.0991516113281,181.3170611858368,1206.1152648925781,501.9160223007202,1197.78076171875,383.5878610610962,1181.9451141357422,302.39423990249634,1159.540901184082,229.9173367023468
1,1237.0051574707031,830.747230052948,1113.0886459350586,825.1140117645264,993.4364318847656,758.8295030593872,893.7292098999023,718.7362504005432,831.6340255737305,666.7709398269653,1001.6925430297852,568.3292126655579,910.3617095947266,515.6698966026306,865.6330490112305,566.6231346130371,855.3319931030273,623.7556028366089,1049.2912673950195,510.6541442871094,972.9632949829102,381.48804545402527,911.3896179199219,301.92174196243286,858.6211395263672,233.06154012680054,1123.6180114746094,490.38652539253235,1076.4963912963867,352.9692220687866,1039.4142150878906,262.62211203575134,999.9928665161133,184.40696597099304,1207.353515625,504.44172978401184,1199.2399978637695,384.0831470489502,1185.4930114746094,302.13822841644287,1164.3544006347656,228.73280882835388
1,1237.8620910644531,833.8565754890442,1112.369728088379,824.7234606742859,991.2777328491211,756.7441391944885,889.4087219238281,714.9269771575928,832.3332023620605,661.3955998420715,1002.9425811767578,564.189190864563,913.9312934875488,510.99860429763794,866.93115234375,560.6948947906494,855.7530784606934,619.360728263855,1048.509864807129,509.30346965789795,971.9197082519531,376.99522733688354,908.3926963806152,299.4809103012085,853.3578872680664,232.44175672531128,1122.1820068359375,489.653445482254,1075.2694702148438,349.99670147895813,1035.6974029541016,259.59500312805176,994.2146301269531,182.12239980697632,1205.4913330078125,504.015097618103,1197.5692749023438,380.62673449516296,1184.0863037109375,297.39219903945923,1161.9854736328125,222.5863766670227
1,1237.3854446411133,835.7735395431519,1113.9789962768555,827.2631049156189,992.5274276733398,756.5313863754272,889.4096946716309,716.0565948486328,829.3853759765625,666.7616701126099,1002.6046371459961,564.7013425827026,909.1783905029297,514.8030817508698,862.2883987426758,569.4308924674988,852.491512298584,629.1890716552734,1048.5392761230469,508.1360971927643,971.3242721557617,377.9125428199768,907.9119873046875,298.1051301956177,853.6132049560547,227.85843014717102,1121.8567657470703,488.40158343315125,1075.579833984375,350.9590780735016,1036.2658309936523,261.3666772842407,994.822883605957,183.7206208705902,1204.5237350463867,503.11471223831177,1195.4786682128906,381.65879487991333,1181.714744567871,298.67029309272766,1160.3178405761719,224.03241991996765
1,1239.3255615234375,841.157054901123,1113.3996963500977,831.1991930007935,992.0965576171875,760.931990146637,890.3053092956543,720.4434871673584,834.2367553710938,669.4975233078003,1001.1726379394531,569.3422508239746,906.4827919006348,519.0897452831268,861.0109519958496,574.7362589836121,853.7725639343262,634.7908115386963,1047.5226974487305,512.0467257499695,971.5926361083984,380.85567712783813,908.8873100280762,300.51464438438416,855.4085540771484,230.79789519309998,1121.0091018676758,491.95494174957275,1075.1051330566406,353.38462114334106,1035.7304763793945,262.8393065929413,994.8790740966797,184.71888542175293,1203.1590270996094,507.3042690753937,1195.9320831298828,385.3593420982361,1181.6336059570312,302.0512926578522,1160.4254150390625,227.44695782661438
1,1239.8039245605469,840.7388877868652,1111.424560546875,831.850905418396,988.611946105957,760.7672595977783,886.3466835021973,723.775691986084,831.5454483032227,676.8587708473206,1002.2264099121094,568.3068108558655,906.1447334289551,520.5687475204468,861.7916679382324,580.57772397995,854.9537658691406,642.9910326004028,1048.1857681274414,512.169291973114,970.2107620239258,379.77466106414795,905.9866905212402,298.8357961177826,850.8445358276367,230.35388231277466,1121.9194793701172,493.8288080692291,1075.8238220214844,355.5704712867737,1036.3800430297852,265.71829319000244,993.7386703491211,187.8695583343506,1204.9264526367188,509.8641264438629,1198.2306289672852,386.93615913391113,1184.3394470214844,302.60766863822937,1161.7958450317383,226.99196934700012
1,1242.5986862182617,839.099371433258,1113.783073425293,828.929979801178,991.2202835083008,760.2468681335449,888.0047035217285,719.35307264328,832.0882415771484,662.7378416061401,1005.7481002807617,567.8222751617432,913.1240272521973,516.7302489280701,865.5346298217773,569.2514848709106,856.7789840698242,629.0576219558716,1051.1068725585938,512.1806859970093,972.2213745117188,379.4469702243805,907.9822540283203,299.88935708999634,852.9006385803223,230.56628108024597,1124.340705871582,492.52203583717346,1078.084487915039,353.63818645477295,1037.343978881836,262.77509450912476,993.3669662475586,184.8507535457611,1206.430435180664,506.7903792858124,1198.9892578125,384.0114998817444,1184.3122100830078,299.7180926799774,1160.6112670898438,224.0929627418518
1,1241.9562149047852,838.6303496360779,1113.64013671875,827.5491142272949,993.5554504394531,759.9321484565735,890.1295852661133,722.47065782547,835.8854484558105,669.7011351585388,1008.0572891235352,566.9433903694153,914.9719047546387,516.5044927597046,869.6110153198242,570.2437949180603,862.4388885498047,629.9155855178833,1052.7592849731445,511.8495512008667,973.1174468994141,379.16144371032715,909.3140029907227,300.72347044944763,854.5802307128906,233.39817881584167,1125.8807373046875,492.6123833656311,1078.6492538452148,354.2079520225525,1037.9980087280273,264.1387724876404,994.1693115234375,186.43912553787231,1208.3842849731445,507.3957109451294,1202.6716232299805,384.1393446922302,1188.3745193481445,299.79212164878845,1164.9255752563477,223.9470934867859
